;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2009-06-30;1,019209;1,041457;-3,260667;1,0941;11,594885;9,684999
2009-07-31;0,998247;1,011782;6,529428;1,012512;-31,305693;11,517427
2009-08-31;0,970622;0,924785;0,559002;0,821494;-3,991441;-8,998771
2009-09-30;1,044531;1,021456;-0,061436;1,057583;1,461843;-1,079492
2009-10-31;1,011556;1,03136;5,586593;1,054215;5,773112;-2,405507
2009-11-30;0,97145;0,972521;-0,076555;1,02025;0,721826;-9,98369
2009-12-31;1,051832;1,111108;4,13719;1,09356;-13,753851;2,853195
2010-01-31;0,955932;0,952986;-0,917075;0,905576;-2,294489;-7,744084
2010-02-28;0,914379;0,908836;-8,562618;0,923931;-1,267704;-9,155986
2010-03-31;1,121638;1,064359;2,843823;1,07882;12,013033;5,873003
2010-04-30;1,000863;1,011039;-2,830009;0,996497;8,181325;9,576774
2010-05-31;0,956281;0,959049;-2,448052;0,940456;10,63112;-0,715862
2010-06-30;1,022452;1,044125;-1,879881;1,091153;11,636904;9,7289
2010-07-31;0,950636;0,970789;3,251348;1,00882;-29,501303;8,344883
2010-08-31;1,018236;0,971738;1,62194;0,824753;-3,379972;-4,263757
2010-09-30;1,029275;1,007012;0,069575;1,058181;1,062608;-2,576727
2010-10-31;0,977805;0,996519;4,490378;1,056564;4,951444;-4,600622
2010-11-30;1,017538;1,019476;1,091134;1,020013;2,207946;-5,352252
2010-12-31;1,04278;1,102415;0,277384;1,095311;-12,472244;0,714104
2011-01-31;0,964805;0,954714;-0,198369;0,911831;-1,564946;-7,846369
2011-02-28;0,915704;0,908209;-9,003335;0,928773;-2,104557;-9,074882
2011-03-31;1,084171;1,064589;3,238209;1,072167;11,344596;6,239689
2011-04-30;0,985206;0,973659;-3,708871;0,990706;6,825737;6,399561
2011-05-31;1,005594;1,002464;1,047871;0,936985;9,241551;3,244663
2011-06-30;1,011402;1,02739;-2,509818;1,086579;10,46533;8,404393
2011-07-31;0,918945;0,937793;1,080697;1,011435;-26,877536;6,201741
2011-08-31;1,063389;1,015483;5,063281;0,826402;-1,778545;-1,294684
2011-09-30;1,017795;1,00412;0,03241;1,057803;-0,269999;-2,955944
2011-10-31;0,988278;0,998745;5,818251;1,064696;5,257792;-4,992074
2011-11-30;1,016795;1,022146;2,842433;1,016653;2,119719;-4,22919
2011-12-31;0,990254;1,058968;-2,248067;1,093272;-12,426616;-4,389747
2012-01-31;1,016818;1,002455;-0,041961;0,917011;-1,116615;-2,745928
2012-02-29;0,967768;0,952754;-6,476866;0,931629;-2,659875;-5,363145
2012-03-31;1,035598;1,01257;0,550919;1,063599;10,323823;2,665179
2012-04-30;0,983377;0,972702;-4,799005;0,992549;8,20066;6,270026
2012-05-31;1,040713;1,034257;0,268716;0,934853;7,728952;5,784351
2012-06-30;0,966348;0,987332;-3,312882;1,079141;9,766442;5,96185
2012-07-31;0,975787;0,985163;1,810061;1,023168;-24,187291;9,845266
2012-08-31;1,037203;1,002749;4,262167;0,824176;-1,116658;-1,92926
2012-09-30;0,940658;0,935819;-2,831634;1,05202;-1,988202;-9,745552
2012-10-31;1,093659;1,096845;10,247858;1,075332;6,146856;2,650177
2012-11-30;0,9936;1,004121;2,899697;1,009818;1,10574;-4,980139
2012-12-31;0,962015;1,02437;-2,65319;1,0984;-12,860413;-9,387363
2013-01-31;1,055089;1,04105;2,159842;0,917731;-0,204412;1,171221
2013-02-28;0,919957;0,904617;-8,430228;0,926126;-3,153655;-8,886217
2013-03-31;1,011271;0,979488;-1,378777;1,055563;9,14479;0,472002
2013-04-30;1,023803;1,024119;-1,680984;1,000505;10,393348;10,732644
2013-05-31;1,031852;1,015606;-0,557997;0,935403;6,213738;4,739084
2013-06-30;0,927844;0,948571;-5,25477;1,075209;10,069761;3,15938
2013-07-31;1,023983;1,027347;3,812779;1,033473;-22,678175;12,054608
2013-08-31;0,981177;0,963848;1,892546;0,821885;-0,958535;-5,010108
2013-09-30;0,989686;0,974603;-1,531397;1,051164;-1,909529;-6,853747
2013-10-31;1,081917;1,093784;10,741667;1,076716;6,029017;2,340535
2013-11-30;0,955893;0,97228;1,356126;1,000366;-0,164889;-7,655133
2013-12-31;1,010777;1,078164;0,441887;1,108652;-13,241563;-6,020548
2014-01-31;1,048954;1,02893;0,582921;0,917128;-0,917081;0,974086
2014-02-28;0,920765;0,902427;-8,193319;0,920409;-3,377182;-8,786729
2014-03-31;0,992769;0,980303;-3,005374;1,050704;8,28176;0,309937
2014-04-30;1,053487;1,029966;-0,213368;1,008286;11,83663;11,651625
2014-05-31;0,980931;0,96817;-1,997752;0,93606;6,654535;0,962141
2014-06-30;0,974804;0,980399;-2,301416;1,078;11,374159;6,433165
2014-07-31;1,008208;1,021129;3,692775;1,03379;-21,353677;10,620357
2014-08-31;0,945003;0,935749;-0,29688;0,825894;-1,817882;-6,819399
2014-09-30;1,041319;1,027644;0,796477;1,052804;-2,139442;-2,518943
2014-10-31;1,073046;1,081753;9,851739;1,066859;4,838551;0,85826
2014-11-30;0,918536;0,937951;0,423687;0,989681;-0,214094;-10,522418
2014-12-31;1,061363;1,1282;3,707758;1,112243;-13,195437;-3,710849
2015-01-31;0,996853;0,985134;-2,22391;0,919584;-1,731746;-1,600669
2015-02-28;0,920386;0,900798;-9,35477;0,918873;-4,117866;-8,671537
2015-03-31;1,064608;1,028172;-2,702535;1,052935;7,729463;4,880089
2015-04-30;1,023061;1,016621;-0,383127;1,009798;11,533156;10,424794
2015-05-31;0,946793;0,933634;-3,980364;0,941556;7,90371;-1,875174
2015-06-30;1,02327;1,024252;0,378846;1,080752;13,049418;10,39128
2015-07-31;0,997211;1,007569;3,342874;1,02902;-19,736582;8,4794
2015-08-31;0,950156;0,939642;0,28287;0,838907;-0,592206;-6,930469
2015-09-30;1,043716;1,034319;0,836882;1,050712;-2,348981;-1,54834
2015-10-31;1,017757;1,036317;7,895759;1,048177;3,071768;-2,743011
2015-11-30;0,968715;0,975862;1,919586;0,980829;-1,168816;-7,304961
2015-12-31;1,049086;1,127582;3,676042;1,109072;-13,845854;-4,203659
2016-01-31;0,961887;0,950743;-3,504307;0,926262;-2,051647;-3,121775
2016-02-29;0,968927;0,943392;-6,698051;0,921518;-5,042709;-5,410963
2016-03-31;1,113035;1,066327;-0,504083;1,05782;7,583185;7,957591
2016-04-30;0,970257;0,977306;-4,553222;1,005591;10,30141;7,122577
2016-05-31;1,002214;0,980901;-1,667407;0,953717;8,95448;1,881846
