;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2016-12-31;104,242925;107,060718;99,243195;114,511927;87,688896;99,285077
2017-01-31;100,140454;97,22382;95,322891;91,494166;98,757125;103,576287
2017-02-28;91,845658;88,437749;88,691668;85,626041;95,518261;95,639644
2017-03-31;105,387624;97,968107;95,345372;103,781046;110,729235;108,570163
2017-04-30;99,216676;91,088609;90,455741;94,983558;111,426167;102,474286
2017-05-31;99,110241;91,533325;99,369214;97,541939;113,718589;99,582709
2017-06-30;98,749237;90,797452;98,067142;111,613768;115,897421;111,317244
2017-07-31;95,0439;93,308914;93,332227;95,233569;82,116505;104,524377
2017-08-31;99,280824;94,500839;99,754434;85,349113;108,255235;99,481846
2017-09-30;102,628048;98,702177;96,974996;104,653711;97,522043;95,024628
2017-10-31;103,748;100,869231;101,536971;99,759014;102,793252;95,602362
2017-11-30;101,055896;97,313589;102,01609;97,054777;97,631182;95,651423
2017-12-31;103,101043;106,747349;96,672181;101,481619;87,332589;86,114308
2018-01-31;110,146557;97,950274;96,91047;95,724863;100,054298;100,197771
2018-02-28;103,056222;92,057842;88,134857;94,030606;92,539432;86,059467
2018-03-31;118,691731;107,330731;98,539994;110,08676;116,852254;100,015828
2018-04-30;111,845617;101,483276;90,723351;100,635149;115,388074;102,165811
2018-05-31;109,122909;99,517155;97,783225;102,96214;122,017345;96,403983
2018-06-30;110,805425;99,710215;96,421521;108,079567;120,349224;93,745057
2018-07-31;107,297897;98,736659;98,711495;100,888095;98,570115;98,843358
2018-08-31;109,148036;94,417814;98,796812;87,601139;117,252562;89,785084
2018-09-30;109,329767;97,336278;91,524597;97,867463;106,550042;91,63141
2018-10-31;113,892681;102,615579;106,542327;108,201457;109,65264;98,697738
2018-11-30;110,310962;98,069157;100,658957;92,033122;107,611735;87,880318
2018-12-31;111,123787;106,535244;95,550049;100,303887;83,386497;85,656759
2019-01-31;111,124199;96,971056;96,84173;98,858277;104,842413;99,857201
2019-02-28;101,589585;90,464175;87,271727;89,197965;98,01458;89,432578
2019-03-31;116,18377;99,795378;92,034585;98,59562;112,630811;91,286279
2019-04-30;111,092329;97,314401;96,626472;102,557083;106,538115;97,722925
2019-05-31;107,919203;97,869895;95,078228;93,417392;117,908685;97,654389
2019-06-30;107,70567;98,07746;92,283447;95,298462;120,694042;97,976442
2019-07-31;104,737868;95,377126;100,456342;113,72386;98,924243;98,776785
2019-08-31;109,394683;96,12942;95,170563;84,569838;115,843519;84,772446
2019-09-30;109,07792;98,474686;90,691586;100,41508;108,220006;84,540713
2019-10-31;113,715239;103,359853;104,959398;102,687259;110,385866;91,623352
2019-11-30;106,925989;96,014354;94,888;92,795443;105,697564;80,027208
2019-12-31;109,363741;104,560306;96,756506;100,776788;88,176401;80,396563
2020-01-31;109,590609;94,306478;93,757931;101,097549;109,705432;92,326789
2020-02-29;101,121616;87,492835;85,234448;99,905477;106,96313;84,811143
2020-03-31;109,881382;98,963659;92,915576;107,370804;96,309681;88,328133
2020-04-30;108,457697;94,524648;91,17704;100,588902;76,6873;93,271679
2020-05-31;105,401853;95,624443;89,324022;99,350541;75,730661;88,025845
2020-06-30;110,680693;94,575165;94,236732;124,810627;108,167801;92,738204
2020-07-31;109,504449;94,879821;94,854211;126,412684;115,107668;94,028079
2020-08-31;110,394093;95,035237;90,359516;105,82393;89,233069;88,627952
2020-09-30;107,084701;94,433396;92,776949;128,954728;104,456648;100,130122
2020-10-31;113,386052;100,346456;97,961137;118,931854;99,964139;97,637175
2020-11-30;107,063407;96,491325;91,502808;116,955071;100,290964;92,195221
2020-12-31;110,453291;104,513002;97,229536;136,327755;71,742206;76,407407
2021-01-31;112,207556;92,962942;89,26112;121,133984;100,345156;81,712264
2021-02-28;102,891536;84,742959;82,363781;121,903928;87,396489;73,651783
