;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2012-04-30;101,017231;96,319033;101,02856;108,382135;107,088539;96,604072
2012-05-31;104,659505;100,192265;107,689433;103,149594;110,31147;98,57693
2012-06-30;99,437937;97,67857;104,83478;118,479888;107,41502;99,692231
2012-07-31;96,845728;98,611822;108,14132;114,926272;82,257963;102,154711
2012-08-31;103,486989;97,264356;111,367587;91,382083;100,543269;91,503744
2012-09-30;94,217472;91,84351;101,248777;111,616341;90,021118;88,26508
2012-10-31;109,994892;109,186774;118,271903;124,030215;111,189939;99,494946
2012-11-30;98,393797;101,247784;109,311236;111,30974;103,320167;92,189795
2012-12-31;95,002799;101,920178;101,139265;115,067471;87,319965;81,449248
2013-01-31;103,507854;103,833173;109,252774;99,432546;107,507708;97,876733
2013-02-28;91,036688;91,712952;95,047564;98,648894;94,547438;88,369309
2013-03-31;98,72247;98,290323;103,374574;110,696661;106,44993;100,249436
2013-04-30;99,603258;100,271461;103,912374;105,994634;111,167571;111,920648
2013-05-31;101,291922;99,06203;104,146796;99,08868;95,175558;104,588323
2013-06-30;89,875863;92,793096;96,506458;108,088763;103,423814;100,293288
2013-07-31;102,563386;101,40956;109,10901;114,586529;50,493949;112,500486
2013-08-31;93,457396;95,920982;105,94491;81,626802;101,272468;90,066879
2013-09-30;95,358356;94,99751;102,017219;106,756402;96,66937;86,505533
2013-10-31;105,947935;106,339909;114,961662;116,67025;105,210044;100,498583
2013-11-30;91,954003;93,387782;104,796077;102,918115;88,403001;90,490728
2013-12-31;97,79644;99,722194;103,929946;117,315171;79,288071;90,480756
2014-01-31;102,708651;97,23022;104,469904;90,740583;93,590812;100,902021
2014-02-28;90,096968;86,83056;96,128639;90,167533;94,206386;92,994872
2014-03-31;95,938259;89,876431;99,17382;100,875409;102,604019;98,828267
2014-04-30;104,264107;102,084055;103,025551;104,367073;114,342328;109,712781
2014-05-31;94,707523;96,825517;100,981201;90,397832;100,04317;100,326253
2014-06-30;94,740626;97,742747;100,246415;107,672344;106,234164;110,408487
2014-07-31;99,78169;100,672935;105,412333;104,05732;72,984642;116,650699
2014-08-31;92,353065;90,984494;100,13667;76,237469;85,901565;88,616242
2014-09-30;100,846867;101,026923;103,379403;106,777718;95,988191;99,485792
2014-10-31;107,141213;105,238515;111,528318;111,642953;106,427321;106,770189
2014-11-30;91,683813;91,704372;100,198731;97,040741;104,272325;100,661571
2014-12-31;104,155071;109,588152;105,947862;113,463093;89,552232;100,187003
2015-01-31;99,535453;96,847885;97,595793;89,207383;96,23519;102,411859
2015-02-28;90,195572;87,855487;88,735584;88,542372;96,407556;93,950024
2015-03-31;109,734115;101,900946;96,540534;103,4;106,842743;109,76458
2015-04-30;99,613871;101,717511;101,899663;104,588491;115,772834;114,244791
2015-05-31;90,673679;91,952948;94,06748;90,017857;109,771197;97,601426
2015-06-30;105,559681;104,478337;101,407202;107,949732;115,800058;120,481627
2015-07-31;97,285147;100,690271;105,516135;109,097101;87,5881;103,901146
2015-08-31;96,744942;96,788274;99,360527;85,526123;95,23861;91,723886
2015-09-30;107,31223;102,582121;100,962306;106,854745;93,323935;94,034894
2015-10-31;101,051114;104,29986;107,719477;101,324744;96,960467;86,96682
2015-11-30;96,242785;98,645409;101,846304;96,656509;97,251274;85,301665
2015-12-31;106,05141;112,240952;104,348995;116,834942;88,808036;99,617281
2016-01-31;97,686572;94,433188;95,103046;89,98989;96,949186;90,769854
2016-02-29;98,131317;90,30176;95,286696;95,319246;96,051048;89,043225
2016-03-31;109,65707;102,358308;100,518462;108,905122;105,213987;99,170156
2016-04-30;99,669511;94,504525;93,202169;98,724466;106,873625;108,686954
2016-05-31;103,559291;94,696193;97,335392;97,269699;109,337044;106,421005
2016-06-30;102,322991;93,482379;100,471746;111,619431;116,732376;108,276197
2016-07-31;92,261249;86,297376;96,405368;97,817071;73,236392;99,376546
2016-08-31;104,819231;99,447963;102,899219;88,917651;103,942372;104,34583
2016-09-30;102,951555;101,183033;98,99784;105,559407;99,759363;104,619589
2016-10-31;98,146326;97,786473;103,91513;97,778683;103,233882;97,218648
2016-11-30;100,590811;98,676331;101,951371;98,193393;96,608633;98,676172
2016-12-31;102,131246;105,532901;99,243195;114,511927;87,688896;98,209698
2017-01-31;100,4293;97,311414;95,322891;91,494166;98,757125;103,720531
2017-02-28;91,032865;87,655114;88,691668;85,626041;95,518261;94,960994
2017-03-31;107,268267;100,732331;95,345372;103,781046;110,729235;110,997146
2017-04-30;94,2304;85,951585;90,455741;94,983558;111,426167;97,67965
2017-05-31;104,344028;95,621693;99,369214;97,541939;113,718589;102,881497
2017-06-30;100,034597;92,109972;98,067142;111,613768;115,897421;112,813092
2017-07-31;90,645159;88,916282;93,332227;95,233569;82,116505;100,168632
2017-08-31;103,169231;98,297252;99,754434;85,349113;108,255235;102,781279
2017-09-30;100,151265;96,758157;96,974996;104,653711;97,522043;93,509713
2017-10-31;104,047253;100,960109;101,536971;99,759014;102,793252;95,746606
2017-11-30;103,257214;99,179413;102,01609;97,054777;97,631182;97,022094
2017-12-31;97,542151;101,620901;96,672181;101,481619;87,332589;82,375985
2018-01-31;115,963146;102,325257;96,91047;95,724863;100,054298;103,496559
2018-02-28;102,14422;91,243171;88,134857;94,030606;92,539432;85,380816
2018-03-31;117,805119;105,799061;98,539994;110,08676;116,852254;98,940449
2018-04-30;108,870976;99,524019;90,723351;100,635149;115,388074;100,381292
2018-05-31;113,396789;103,51509;97,783225;102,96214;122,017345;99,703416
2018-06-30;108,131293;97,746341;96,421521;108,079567;120,349224;92,230143
2018-07-31;107,607388;98,825615;98,711495;100,888095;98,570115;98,987602
2018-08-31;112,530302;97,081865;98,796812;87,601139;117,252562;92,212068
2018-09-30;102,511569;91,846911;91,524597;97,867463;106,550042;86,836774
2018-10-31;119,907095;107,19894;106,542327;108,201457;109,65264;101,996526
2018-11-30;111,746814;99,486794;100,658957;92,033122;107,611735;89,376166
2018-12-31;105,98085;101,519967;95,550049;100,303887;83,386497;81,301013
2019-01-31;115,476461;100,866707;96,84173;98,858277;104,842413;103,156633
2019-02-28;100,690563;89,663607;87,271727;89,197965;98,01458;88,753927
2019-03-31;108,518262;95,002793;92,034585;98,59562;112,630811;87,547956
2019-04-30;116,404016;100,300507;96,626472;102,557083;106,538115;100,090578
2019-05-31;111,263389;100,631348;95,078228;93,417392;117,908685;100,081372
2019-06-30;100,988756;92,546294;92,283447;95,298462;120,694042;93,181806
2019-07-31;110,268837;99,637178;100,456342;113,72386;98,924243;102,075574
2019-08-31;107,178643;94,757599;95,170563;84,569838;115,843519;83,697067
2019-09-30;107,56269;96,573513;90,691586;100,41508;108,220006;82,756195
2019-10-31;118,168982;107,512163;104,959398;102,687259;110,385866;94,922784
2019-11-30;104,345482;94,123274;94,888;92,795443;105,697564;78,512294
2019-12-31;109,679191;104,654509;96,756506;100,776788;88,176401;80,540807
2020-01-31;112,986589;96,967387;93,757931;101,097549;109,705432;94,753773
2020-02-29;100,396624;87,27237;85,234448;99,905477;106,96313;84,275868
2020-03-31;109,544532;99,05282;92,915576;107,370804;96,309681;88,472377
2020-04-30;111,481657;96,336998;91,17704;100,588902;76,6873;94,64235
2020-05-31;99,718908;91,032163;89,324022;99,350541;75,730661;84,287522
2020-06-30;114,494297;97,477217;94,236732;124,810627;108,167801;95,105857
2020-07-31;112,897759;97,556907;94,854211;126,412684;115,107668;96,455063
2020-08-31;105,284927;90,561336;90,359516;105,82393;89,233069;84,272206
2020-09-30;110,838486;97,686478;92,776949;128,954728;104,456648;102,990019
2020-10-31;111,089157;98,914456;97,961137;118,931854;99,964139;96,561796
2020-11-30;105,576161;94,628443;91,502808;116,955071;100,290964;90,410703
2020-12-31;114,779276;108,711637;97,229536;136,327755;71,742206;79,706839
2021-01-31;106,157668;88,498478;89,26112;121,133984;100,345156;77,97394
2021-02-28;101,980992;83,993022;82,363781;121,903928;87,396489;72,973132
2021-03-31;123,748298;97,427364;93,8491;133,920717;108,098978;95,833166
