;France;Spain;Greece
2012-02-29;96,487051;633,493655;112,556081
2012-03-31;98,859391;622,487756;124,778899
2012-04-30;99,537127;642,263497;123,264932
2012-05-31;98,103515;612,20738;123,271767
2012-06-30;96,953278;667,550069;130,833694
2012-07-31;94,276456;625,914718;114,060177
2012-08-31;94,07836;631,063314;106,598862
2012-09-30;94,906768;687,391285;114,510768
2012-10-31;95,055289;662,7466;125,536301
2012-11-30;95,811011;607,459065;118,313407
2012-12-31;94,723479;600,058001;118,787236
2013-01-31;91,96705;585,975331;114,505854
2013-02-28;96,196241;598,621758;110,11141
2013-03-31;94,112184;586,636126;94,976338
2013-04-30;91,885242;606,491557;109,576909
2013-05-31;92,477835;584,690367;104,616047
2013-06-30;94,694178;595,381526;94,651091
2013-07-31;96,955813;569,346744;102,927709
2013-08-31;100,295065;547,568389;93,682117
2013-09-30;96,424576;498,904842;98,484346
2013-10-31;93,565388;210,809132;104,417865
2013-11-30;93,336204;46,309879;96,74715
2013-12-31;94,020147;25,353168;110,859753
2014-01-31;94,381936;13,738054;107,201516
2014-02-28;91,46219;36,884639;106,884833
2014-03-31;91,151989;41,588626;102,731525
2014-04-30;91,296236;43,902912;106,386772
2014-05-31;91,821988;42,019817;101,138407
2014-06-30;90,466863;23,508473;100,095721
2014-07-31;91,946719;17,416917;102,433461
2014-08-31;90,798949;47,736117;86,136435
2014-09-30;93,143681;24,60496;96,270774
2014-10-31;93,853033;45,561863;94,05231
2014-11-30;92,058387;20,634701;87,794084
2014-12-31;92,899084;20,053206;96,798877
2015-01-31;94,93897;124,003437;100,525224
2015-02-28;97,245256;105,69414;95,999131
2015-03-31;98,25739;81,218242;100,885411
2015-04-30;98,859179;122,522949;104,541462
2015-05-31;102,946706;110,943013;100,131713
2015-06-30;103,174547;96,208703;104,22725
2015-07-31;102,083194;108,06702;104,585589
2015-08-31;99,120637;93,782567;92,729116
2015-09-30;98,043085;97,825316;100,770103
2015-10-31;99,838166;92,604848;94,943842
2015-11-30;102,744072;89,370839;96,920557
2015-12-31;101,69749;80,328025;102,545941
2016-01-31;101,788305;135,700527;101,156859
2016-02-29;101,743384;156,835125;102,318851
2016-03-31;100,262617;154,436608;83,572092
2016-04-30;100,420242;126,688164;92,482836
2016-05-31;97,7551;139,766049;98,630959
2016-06-30;97,715491;137,935122;97,499844
2016-07-31;97,962373;145,710537;77,9647
2016-08-31;96,86646;152,063215;93,308038
2016-09-30;93,471495;130,688564;109,015437
2016-10-31;93,97842;79,122319;87,125757
2016-11-30;91,822075;117,704067;97,388271
2016-12-31;92,983723;115,542763;98,036632
2017-01-31;91,598614;87,951048;98,273401
2017-02-28;88,873786;112,281623;95,489925
2017-03-31;89,655693;114,236017;107,860577
2017-04-30;92,125664;118,541293;96,524206
2017-05-31;93,421791;98,524188;111,613402
2017-06-30;91,648601;94,160229;107,667992
2017-07-31;90,285393;99,369643;95,085047
2017-08-31;89,329237;113,445199;96,523117
2017-09-30;90,94778;110,682843;94,595318
2017-10-31;89,554348;120,551064;102,417978
2017-11-30;91,586531;107,784154;107,389047
2017-12-31;91,134658;94,976606;100,972351
2018-01-31;90,224479;96,321328;92,394921
2018-02-28;90,998234;83,842674;89,283057
2018-03-31;93,90656;23,384136;92,139689
2018-04-30;93,657301;52,969026;92,429785
2018-05-31;93,516105;79,897079;96,778618
2018-06-30;97,32494;99,945458;94,753265
2018-07-31;94,058134;100,986777;104,258593
2018-08-31;92,128557;111,082781;116,714012
2018-09-30;91,76174;102,396463;87,491543
2018-10-31;91,612178;121,875491;100,544433
2018-11-30;90,549384;110,07691;91,69709
2018-12-31;91,0225;124,940476;96,651182
2019-01-31;91,412712;130,571392;97,42953
2019-02-28;92,147159;135,194078;93,421978
2019-03-31;91,008036;119,463935;88,746553
2019-04-30;90,086039;116,145412;89,144577
2019-05-31;73,452139;122,442198;101,147948
2019-06-30;79,075365;115,701893;85,32784
2019-07-31;83,76769;102,314339;101,453309
2019-08-31;88,296394;78,698152;108,253285
2019-09-30;88,475814;95,420684;94,509557
2019-10-31;89,334703;87,053509;104,851321
2019-11-30;88,520593;91,898749;91,68341
2019-12-31;86,42914;115,014227;95,115564
2020-01-31;85,749837;105,706792;101,538722
2020-02-29;85,979703;94,76579;106,644639
2020-03-31;84,723789;113,517829;88,753383
2020-04-30;56,469176;89,896165;55,277526
2020-05-31;49,845195;92,959997;78,884294
2020-06-30;77,708538;87,057835;97,341961
2020-07-31;81,583602;101,527155;104,112989
2020-08-31;82,506389;92,653467;98,587362
2020-09-30;83,009467;71,53169;102,324982
2020-10-31;81,49175;110,478927;88,159707
2020-11-30;80,51955;134,553791;107,199486
2020-12-31;80,449778;122,631055;110,852662
2021-01-31;81,549959;122,081472;88,105949
2021-02-28;80,034989;125,206193;108,501885
2021-03-31;80,20837;123,184594;122,772115
2021-04-30;80,270273;41,126376;112,319133
2021-05-31;81,438544;102,016518;102,204652
2021-06-30;81,841438;107,629691;109,488412
2021-07-31;79,563697;106,245604;98,719185
2021-08-31;78,820678;116,066405;110,98292
2021-09-30;78,206735;24,138975;99,57811
