;;period;start;end;n;missing;log;adjust;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;bic2;hannanquinn;nparams;nobs;neffectiveobs;df;p;d;q;bp;bd;bq;theta(1);;;theta(2);;;theta(3);;;phi(1);;;phi(2);;;phi(3);;;btheta(1);;;bphi(1);;;start;end;n;missing;mean;nlp;ntd;leaster;nmh;nout;nao;nls;ntc;nso;nusers;mu;;;lp;;;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td-derived;;;td-ftest;easter;;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;ser;type;mean;skewness;kurtosis;doornikhansen;lb;bp;lb2;bp2;seaslb;seasbp;nruns;lruns;nudruns;ludruns;mode;seasonal;icratio;trend-filter;seasonal-filters;d9-global-msr;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-res-qs;seas-res-f;seas-res-friedman;seas-res-kw;seas-res-periodogram;seas-res-spectralpeaks;seas-sa-qs;seas-sa-f;seas-sa-friedman;seas-sa-kw;seas-sa-periodogram;seas-sa-spectralpeaks;seas-i-qs;seas-i-f;seas-i-friedman;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-sa-ac1;td-res-all;td-res-last;td-sa-all;td-sa-last;td-i-all;td-i-last;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary
Africa * Ethiopie;;12;1990-01-01;2021-09-01;381;0;0;None;-1279,806319061;-1279,806319061;22403,559238433;2607,612638121;2701,406628637;2611,111180395;4,478147365;7,340778882;2644,876065458;24;381;368;344;0;1;1;0;1;1;-0,767634;-22,152;0;;;;;;;;;;;;;;;;-0,415703;-7,0664;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;14;5;2;7;0;0;;;;Leap year;2,814213;1,1347;monday;-0,679422;-0,8431;tuesday;0,507433;0,628;wednesday;1,384805;1,7376;thursday;-1,106952;-1,3864;friday;3,392312;4,236;saturday;-3,646409;-4,6173;td-derived;0,148233;0,187;7,251167;;;;AO (5-1991);30,128329;4,5514;AO (11-1992);36,210602;5,423;TC (4-1993);25,937848;4,3263;TC (11-1993);30,670506;5,3006;TC (4-1994);31,628014;5,3113;TC (2-1997);44,280523;7,4618;TC (7-1997);23,772806;3,9331;LS (1-1998);27,065731;5,4145;TC (4-1999);27,459474;4,923;AO (2-2000);24,72366;3,5994;LS (11-2001);22,203182;4,8369;AO (12-2001);-25,92485;-3,8708;TC (3-2020);-41,799254;-7,13;AO (5-2020);-27,733688;-4,0992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,058346;-0,145296;2,680412;3,146421;33,975071;32,646875;42,279532;40,270097;0,663936;0,638814;0,22947;54,283613;1,239394;3,999139;Additive;1;5,192919274;23;S3X5;3,546080323;Present;0,010060372;0;Present;Present;0,031749773;0;None;None;0,005343743;0,402955439;None;None;0,00767359;0,995969677;None;None;0,008337153;0,987631134;495,377663;85,817573;187,997519;202,840758;46,657916;AT.AT.AT.AT.AT.At;0,663936;0,609032;9,25641;10,566392;1,002906;a-.--.--.--.--.--;0;0,537799;2,771712;3,262266;0,350655;--.--.--.--.--.--;0,009238;0,397377;1,580645;1,458;0,282217;--.--.--.--.--.--;-0,544685671;0,050424;0,050424;0,02176;0,02176;0,021717;0,021717;0,803911571;0,580781847;2,096459637;0,252068494;2,499056034;0,181567871;0,31107937;0,743721745;0,421258237;0,40782272;0,370338185;0,835810876;0,867331318;Good
North America * USA;;12;1990-01-01;2021-09-01;381;0;1;None;192,027355902;-1512,785762494;7,393764865;3037,571524987;3061,020022616;3037,804211968;-3,827173013;-0,947299495;3046,887381822;6;381;368;362;0;1;1;0;1;1;-0,90164;-32,3109;0;;;;;;;;;;;;;;;;-0,679532;-17,1412;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;0;0;3;1;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LS (1-2006);0,341774;5,6832;AO (9-2014);0,590568;4,5653;LS (1-2015);-0,254437;-4,1487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-1,199867;-0,323048;4,04111;14,909171;33,152086;32,026814;59,062103;57,099966;0;0;0,840208;8,792134;0,247879;1,507524;Multiplicative;1;5,79998528;23;S3X5;4,36488703;Present;0,001000033;0;Present;ProbablyNone;0,00133999;0;None;None;0,000000678;0,291857054;None;None;0,000000005;0,971286465;None;None;0,000048522;0,972134078;371,142415;15,339629;168,062035;195,615351;36,155124;AT.AT.-T.AT.-T.-t;0;0,384824;24,671795;19,806176;1,324184;--.--.--.--.--.--;0;0,357571;1,913151;1,649322;0,178102;--.--.--.--.--.--;0;0,447449;2,052109;1,783181;0,352772;--.--.--.--.--.--;-0,519692602;0,953567;0,953567;1,0644;1,0644;1,204632;1,204632;1,785603653;0,787720949;2,39999264;0,063017123;3;0,145954812;0,404993902;0,850675738;0,374850278;0,893400852;0,827206078;1,082355785;1,118771327;Uncertain
North America * Canada;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;364,13903682;-1363,459530392;2,935840507;2754,919060785;2809,632221919;2756,108862484;-4,622379701;-1,75425248;2776,656060064;14;381;368;354;0;1;1;0;1;1;-0,790655;-20,4219;0;;;;;;;;;;;;;;;;-0,54218;-11,0983;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;5;1;2;2;0;0;;;;;;;monday;0,008993;0,9404;tuesday;0,004703;0,4913;wednesday;-0,000276;-0,0287;thursday;0,009133;0,9546;friday;0,009053;0,9437;saturday;-0,023675;-2,505;td-derived;-0,007931;-0,8341;3,091441;;;;LS (1-1998);-0,216727;-4,3146;LS (1-2000);-0,310043;-6,1757;TC (6-2010);0,288083;4,4331;TC (3-2020);-0,376114;-5,0747;AO (4-2020);-0,450083;-5,1384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,255336;-0,279092;3,938168;12,96285;21,247296;20,315634;27,524844;26,624935;0,34544;0,332369;-0,513163;19,096014;0,123939;1,615561;Multiplicative;1;4,440351087;23;S3X5;3,809706328;Present;0,63602681;0;Present;ProbablyNone;0,736906123;0;None;None;0,000007258;0,610238746;None;None;0,00000001;0,995921429;None;None;0,000000146;0,971160804;487,14955;29,760428;198,131514;224,055005;41,11921;AT.AT.AT.AT.AT.AT;0,34544;0,233483;7,948718;7,122637;0,847914;--.--.At.--.--.--;0;0,416105;2,756824;1,345518;0,383873;--.--.--.--.--.--;0;0,45425;1,35732;0,912222;0,335302;--.--.--.--.--.--;-0,4874936;0,158211;0,158211;0,026886;0,026886;0,027279;0,027279;0,729094008;2,539044197;1,720175543;0,598662673;3;0,076117469;0,33479681;0,724353736;0,353414561;0,615694629;0,492818342;1,089774303;0,910651058;Good
RF0610;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;834,72282276;-993,082296828;0,218479847;2028,164593657;2110,234335358;2030,835113888;-7,108052978;-4,199391043;2060,770092576;21;381;368;347;0;1;1;0;1;1;-0,140172;-2,4691;0,014;;;;;;;;;;;;;;;;-0,901825;-24,8662;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;12;6;1;5;0;0;;;;;;;monday;0,004258;1,8778;tuesday;-0,000005;-0,002;wednesday;-0,000788;-0,3481;thursday;-0,00014;-0,0619;friday;0,002273;0,9986;saturday;0,000678;0,3061;td-derived;-0,006277;-2,7946;1,646429;;;;AO (7-1990);-0,162818;-8,4927;AO (11-1995);0,097267;5,136;AO (5-1999);-0,111575;-5,9466;TC (12-1999);-0,099036;-4,2685;TC (4-2000);-0,122672;-5,2871;TC (1-2007);-0,108145;-4,6772;AO (2-2007);-0,082232;-4,4321;AO (2-2009);0,094035;5,0728;LS (6-2010);0,122807;5,0168;TC (5-2019);-0,253566;-10,7755;TC (4-2020);-0,424537;-18,0136;AO (5-2020);-0,307668;-16,0665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,551381;0,018833;2,843428;0,157883;21,559596;20,645362;26,59805;25,754621;2,398318;2,307571;0,313775;8,337114;-1,239394;4,770691;Multiplicative;1;1,549525266;13;S3X5;5,441208144;Present;0,596476572;0;Present;ProbablyNone;0,889845365;0;None;None;0,003612991;0,444683363;None;None;0;0,999995752;None;None;0,030402205;0,913577743;480,833454;39,768642;274,121588;302,575171;136,171894;-t.-t.AT.AT.AT.AT;2,398318;0,95497;7,579487;10,860536;0,911471;--.--.--.--.--.--;0;0,458835;2,523573;2,597928;0,420774;--.--.-t.--.--.--;0;0,587355;2,01737;0,908555;0,54734;--.--.-t.--.--.--;-0,140978708;0,160805;0,160805;0,017897;0,017897;0,172085;0,172085;0,989604165;0,071726334;0,274762633;1,26034247;0,423386615;0,576483258;0,233177386;0,73883525;0,190681973;1,201985909;1,178857785;0,54164671;0,599726757;Good
RF0620;;12;1990-01-01;2021-09-01;381;0;1;None;288,178974841;-2135,350581686;4,337416121;4330,701163372;4448,025062693;4336,204121952;-3,978983683;-1,08139309;4377,308000469;30;381;369;339;0;0;1;0;1;1;0,495369;10,6721;0;;;;;;;;;;;;;;;;-0,856104;-22,9714;0;;;;1990-01-01;2021-09-01;381;0;1;0;0;0;0;26;16;9;1;0;0;Constant;-0,076067;-28,6135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AO (7-1990);-2,04406;-17,8868;AO (8-1990);-0,560741;-4,9186;LS (9-1992);0,229533;5,999;AO (6-1995);-0,40596;-4,2472;AO (5-1999);-0,855651;-9,019;AO (6-2000);-0,586014;-6,1753;TC (9-2005);-0,633585;-6,4914;AO (4-2007);-0,462952;-4,8877;LS (12-2010);-0,160828;-4,2756;AO (9-2011);-0,379824;-3,9846;AO (10-2013);-0,950793;-9,2461;LS (11-2013);-2,59681;-38,1386;AO (12-2013);-0,554471;-4,6929;AO (1-2014);-1,074557;-9,1367;LS (6-2014);-0,612318;-7,356;AO (8-2014);0,869589;8,6687;AO (10-2014);0,716345;7,1098;LS (1-2015);1,605841;22,4864;LS (1-2016);0,443318;6,8991;LS (10-2016);-0,275664;-4,706;AO (3-2018);-1,351201;-12,018;AO (4-2018);-0,513375;-4,5519;LS (10-2018);0,192682;4,2683;LS (10-2020);0,247596;4,4597;AO (4-2021);-1,033831;-10,312;AO (9-2021);-1,611582;-13,6527;;;;;;;;;;;;;0;FullResiduals;0,418266;-0,414881;4,628171;26,759698;11,87348;11,389301;17,263369;16,493133;0,399482;0,384407;-1,716329;36,508081;1,650274;6,632879;Multiplicative;1;2,707825938;13;S3X5;4,486926878;Present;0,000563006;0;Present;None;0,013429447;0;None;None;0,219479548;0,544885759;None;None;0;0,670924703;None;None;0,12029989;0,234528734;66,293021;2,994864;111,501241;119,42048;10,296237;--.-T.-t.--.At.aT;0,399482;0,371241;12,317949;9,169863;0,668747;--.-t.--.A-.A-.--;0;0,481487;6,662531;5,533896;1,301045;--.-t.--.--.--.--;0;0,590601;3,143921;2,324153;1,4339;--.-t.--.a-.--.--;-0,228254519;0,397017;0,397017;0,255278;0,255278;0,205862;0,205862;2,717226086;3;0,853912969;1,071291099;3;0,194770751;0,785293416;1,404568061;0,277413845;1,841735962;1,743726594;1,524804319;1,342476763;Uncertain
RF0811;;12;1990-01-01;2021-09-01;381;0;0;None;-1414,383530312;-1414,383530312;45532,820691088;2858,767060624;2917,388304696;2860,130696987;5,042869765;7,927685611;2882,056702709;15;381;368;353;1;1;2;0;1;1;-1,453914;-16,0455;0;0,468065;5,5193;0;;;;-0,801996;-11,4628;0;;;;;;;-0,714085;-15,7642;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;1;1;2;0;2;0;0;0;;;;Leap year;9,265803;2,4754;monday;0,592419;0,4877;tuesday;1,152312;0,9544;wednesday;3,118728;2,5877;thursday;2,378656;1,958;friday;-0,161233;-0,1328;saturday;-5,500765;-4,6174;td-derived;-1,580117;-1,3006;21,244534;Easter [1];-11,016768;-4,483;LS (12-2008);-27,973546;-4,2167;LS (2-2012);-48,554793;-7,2352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,471269;-0,209694;3,709951;8,734703;15,061658;14,395086;28,306933;26,914499;1,232365;1,185735;0,000567;20,893152;-0,495758;12,536893;Additive;1;3,289658369;13;S3X5;4,446051265;Present;0,000003829;0;Present;ProbablyNone;0,000002595;0;None;None;0,172159149;0,324075756;None;None;0,026170352;0,99901416;None;None;0,04708793;0,944928673;509,112631;17,829259;259,555831;287,838683;93,776752;AT.AT.AT.AT.AT.AT;1,232365;1,006616;20,512821;12,694495;1,434105;a-.--.--.--.--.A-;0;0,188588;2,801489;2,203057;0,353346;--.--.--.--.--.--;0;0,190854;2,290323;1,651998;0,373462;--.--.--.--.--.--;-0,4573851;0,021715;0,021715;0,035557;0,035557;0,045942;0,045942;0,620487344;0,844701379;1,144829185;0,078771404;1,091021957;0,178420506;0,282820862;0,605825352;0,251707429;0,645939935;0,599483432;0,574356967;0,540943613;Good
RF0812;;12;1990-01-01;2021-09-01;381;0;0;None;-1112,546529579;-1112,546529579;8745,560339163;2263,093059159;2337,346634984;2265,276967205;3,45720084;6,351485421;2292,593272467;19;381;368;349;2;1;1;0;1;1;-0,614086;-7,2132;0;;;;;;;-0,06098;-0,6478;0,5175;0,162378;2,3475;0,0195;;;;-0,833961;-23,8424;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;1;1;6;5;0;1;0;0;;;;Leap year;3,573637;1,9927;monday;1,225878;2,2795;tuesday;2,295492;4,2296;wednesday;1,568054;2,8663;thursday;-0,109636;-0,2028;friday;0,673793;1,2441;saturday;-2,800049;-5,2498;td-derived;-2,853532;-5,2576;50,94262;Easter [1];-4,237487;-3,9276;AO (2-1991);-25,34633;-5,7148;AO (1-1997);-21,738964;-5,037;AO (5-2011);24,359846;5,6418;AO (2-2012);-29,229088;-6,3858;TC (3-2020);-46,732915;-10,2772;AO (4-2020);-37,95096;-8,2407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,203175;-0,167245;3,430426;4,43604;32,477077;30,775612;44,477443;42,791694;0,640766;0,616521;1,150801;31,181397;-2,354849;82,223368;Additive;1;3,545087022;23;S3X5;5,045764963;Present;0,012528618;0;Present;Present;0,03142833;0;None;None;0,326989386;0,921299791;None;None;0,001142167;0,736990141;None;None;0,042825289;0,612238671;640,238135;132,928885;308,513648;342,839545;387,072399;AT.AT.AT.AT.AT.AT;0,640766;0,633817;6,646154;7,38448;0,458363;--.--.--.--.at.A-;0;0,718927;7,019851;8,876222;1,035495;--.--.--.--.--.A-;0;0,619346;5,024814;3,24597;0,818088;--.--.--.--.--.A-;-0,344115187;0,064055;0,064055;0,03305;0,03305;0,046087;0,046087;0,211825395;0,217875339;1,272543511;1,071291099;1,475222824;0,418305985;0,100003564;0,251667252;0,055733839;0,296948083;0,266338425;0,524261753;0,562129737;Good
RF0893;;12;1990-01-01;2021-09-01;381;0;0;None;-1405,66671537;-1405,66671537;43144,485345252;2821,333430741;2840,873845432;2821,499176597;4,828445241;7,719765884;2829,096644769;5;381;368;363;0;1;1;0;1;1;-0,868312;-30,3206;0;;;;;;;;;;;;;;;;-0,795844;-19,7332;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;0;0;2;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LS (12-2008);-25,040646;-4,7824;AO (12-2012);-63,819532;-6,4023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,772399;-0,089151;3,126737;1,009088;34,301838;33,235068;31,122459;29,686164;0,832676;0,80117;-0,390363;12,068019;0,743637;3,694103;Additive;1;5,914419816;23;S3X5;5,001070463;Present;0,013199714;0;Present;ProbablyNone;0,049830923;0;None;None;0,062311816;0,953102565;None;None;0,142394846;0,979977441;None;None;0,012909976;0,961279507;347,774522;18,651283;164,563275;186,509691;59,420013;AT.At.AT.AT.at.AT;0,832676;0,661514;4,138462;3,843287;0,329979;--.--.--.--.--.--;0;0,204674;2,116625;1,275963;0,31647;--.--.--.--.--.--;0;0,333719;0,836228;1,403908;0,394013;--.--.--.--.--.--;-0,556956358;1,055759;1,055759;1,189841;1,189841;1,298179;1,298179;1,85543465;0,801254624;2,457209908;0,393857022;3;0,400428185;0,289593777;0,74918676;0,134794562;0,719348555;0,61504137;1,088335014;1,12381686;Good
RF0899;;12;1990-01-01;2021-09-01;381;0;0;None;-1324,376702779;-1324,376702779;28131,749063679;2678,753405557;2737,37464963;2680,117041921;4,561335164;7,43851807;2702,043047643;15;381;368;353;0;1;1;0;1;1;-0,556692;-12,4605;0;;;;;;;;;;;;;;;;-0,703141;-20,0897;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;1;1;4;3;0;1;0;0;;;;Leap year;0,60019;0,2161;monday;-0,184557;-0,203;tuesday;1,709307;1,8938;wednesday;0,850419;0,9442;thursday;0,802382;0,8819;friday;2,889253;3,1495;saturday;-3,425365;-3,8143;td-derived;-2,641439;-2,9176;16,819365;Easter [1];-4,586555;-2,4292;AO (9-1990);-32,378282;-4,0696;AO (3-2016);-31,266529;-4,1152;AO (6-2017);-50,618493;-6,8385;TC (5-2020);-34,292113;-4,4435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,045563;0,215943;3,544583;6,31591;24,83331;23,89834;27,789458;26,958608;1,460531;1,357899;0,741912;10,15803;0,371818;1,159624;Additive;1;2,692653978;13;S3X5;4,294487254;Present;0,356485717;0;Present;ProbablyNone;0,24847504;0;None;None;0,018870827;0,016862886;None;None;0,000034003;0,430435988;None;None;0,273273842;0,312651575;535,868181;25,438843;243,53598;274,804359;96,040038;AT.AT.AT.AT.AT.AT;1,460531;0,600689;26,45641;22,532894;2,371122;--.--.--.--.-t.--;0;0,224232;5,074442;8,346608;1,354604;--.--.--.--.--.--;0;0,305553;2,861042;4,220492;1,140404;--.--.--.--.--.--;-0,467589069;0,041686;0,041686;0,011879;0,011879;0,012935;0,012935;0,499027639;0,275612057;0,846326989;0,582908392;0,871814107;0,117794902;0,235913771;0,492408101;0,210555154;0,406822916;0,359217883;0,441478041;0,461978331;Good
RF1011;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;880,617306529;-835,346915926;0,170488687;1698,693831852;1753,406992986;1699,883633551;-7,468459825;-4,561199598;1720,430831131;14;381;368;354;0;1;1;0;1;1;-0,689144;-19,3264;0;;;;;;;;;;;;;;;;-0,891161;-21,0509;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;15;1;4;1;1;2;0;0;;;;;;;monday;0,017007;6,5532;tuesday;0,016869;6,6042;wednesday;0,017585;6,8487;thursday;0,003964;1,5461;friday;0,008968;3,4807;saturday;-0,033398;-13,219;td-derived;-0,030995;-12,088;254,435248;Easter [15];0,025797;4,5347;TC (7-1996);0,075048;4,0482;AO (4-1997);0,082325;4,0457;TC (11-2000);-0,204485;-11,0609;LS (1-2018);0,088104;5,6022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-1,543831;0,235878;3,928116;12,761009;31,796416;30,747038;53,181211;51,909547;1,404612;1,316443;0,236945;13,283568;-1,239394;74,837689;Multiplicative;1;4,23892566;23;S3X5;5,779291654;Present;0,080657998;0;Present;ProbablyNone;0,070313477;0;None;None;0,017960203;0,521501416;None;None;0,000000001;0,360632249;None;None;0,001981333;0,689274415;492,99903;29,985704;257,029777;278,351252;142,301448;-t.AT.aT.AT.AT.aT;1,404612;0,948512;15,94359;11,322869;0,993435;A-.a-.--.--.--.--;0;0,179762;1,789082;3,052832;0,540945;--.--.--.--.--.--;0;0,432034;2,265509;2,787937;0,714714;--.--.--.--.--.--;-0,505384492;0,10194;0,10194;0,002059;0,002059;0,010813;0,010813;0,593158817;0,388833443;1,61946283;0,063017123;1,739311709;0,711716662;0,22552915;0,54697005;0,131388602;0,458316727;0,406638327;0,654249722;0,687053982;Good
RF1012;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;805,393557896;-897,118518842;0,262318651;1818,237037684;1865,134032942;1819,115910923;-7,069677921;-4,184484023;1836,868751352;12;381;368;356;0;1;1;0;1;1;-0,463131;-8,6685;0;;;;;;;;;;;;;;;;-0,780267;-23,117;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;3;1;0;2;0;0;;;;;;;monday;0,009828;3,6291;tuesday;0,020396;7,5568;wednesday;0,013473;4,9911;thursday;0,005519;2,0385;friday;0,008833;3,2548;saturday;-0,028725;-10,7574;td-derived;-0,029323;-10,9031;201,649314;;;;AO (2-1993);0,089759;4,0496;TC (9-1993);0,090096;3,7785;TC (4-2006);-0,137582;-5,8382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-1,008215;0,054949;2,984661;0,230358;37,434049;35,982843;44,340617;42,757683;1,660991;1,598143;-0,730797;5,847826;-0,371818;4,393167;Multiplicative;1;2,629309558;13;S3X5;5,026071946;Present;0,05237119;0;Present;ProbablyNone;0,038005492;0;None;None;0,04522569;0,142575952;None;None;0,000107324;0,996020518;None;None;0,077741984;0,904322239;497,594307;50,083299;264,73201;292,176061;118,75166;-t.AT.aT.AT.AT.-t;1,660991;1,299262;19,533333;16,372881;1,659942;--.--.--.--.a-.--;0;0,362797;1,764268;3,934738;0,39761;--.--.--.--.--.--;0;0,382889;1,560794;1,695117;0,409284;--.--.--.--.--.--;-0,301350859;0,450717;0,450717;0,05581;0,05581;0,049842;0,049842;0,607771319;0,128332261;0,814654779;0,740451201;0,682254119;0,410428778;0,23767723;0,582099639;0,220326692;0,466335476;0,460816847;0,467723923;0,509671207;Good
RF1013;;12;1990-01-01;2021-09-01;381;0;0;None;-931,904545834;-931,904545834;3385,504456846;1907,809091667;1993,786916307;1910,742425001;2,5563213;5,417899229;1941,967233393;22;381;368;346;1;1;1;0;1;1;-0,927579;-41,0274;0;;;;;;;-0,265783;-4,5328;0;;;;;;;-0,293871;-5,1852;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;11;2;3;6;0;0;;;;Leap year;2,715456;3,2185;monday;0,341318;1,2239;tuesday;1,241915;4,4809;wednesday;1,015125;3,6642;thursday;0,545643;1,9571;friday;0,555258;2,0023;saturday;-1,819317;-6,6395;td-derived;-1,879943;-6,7578;61,416068;;;;LS (9-1990);-11,889282;-5,3333;TC (1-1991);17,278169;6,6765;TC (5-1991);-16,442108;-6,8713;AO (7-1991);21,288269;8,5744;TC (9-1992);-23,732886;-10,3926;TC (8-1993);-17,888388;-7,6959;TC (11-1993);-10,069421;-4,4405;AO (7-1994);31,94736;13,2182;TC (9-1994);-18,514054;-7,5647;LS (4-1995);-8,571721;-5,2607;LS (1-2011);6,27624;4,2352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-1,560235;0,302547;5,685751;62,635824;20,889407;20,08149;151,050788;146,819052;0,034212;0,032906;0,524329;4,807997;-0,123939;6,872829;Additive;1;3,646462606;23;S3X3;2,969813689;ProbablyNone;0;0;ProbablyNone;ProbablyNone;0;0;None;None;0;0,499463969;None;None;0,000000007;0,875132224;None;None;0,000002593;0,838374355;410,969133;44,732347;171,2134;179,889034;21,834455;AT.A-.AT.At.AT.--;0,034212;0,20365;6,964103;9,758798;0,939425;At.--.--.--.--.--;0,160128;0,70722;1,183623;1,582727;0,35224;-t.--.--.--.--.--;0,218899;0,525145;1,401985;3,21394;0,478121;-t.--.--.--.--.--;-0,394759401;0,031312;0,031312;0,162263;0,162263;0,248618;0,248618;0,705228261;0,319915864;1,323231303;0,315085617;1,53821186;0,412074524;0,925935809;1,229681549;0,672228022;0,532832824;0,460605761;0,857762794;0,932652873;Good
RF1020;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;763,587377041;-919,109164686;0,335900444;1866,218329372;1920,931490506;1867,408131072;-6,790313948;-3,925167372;1887,955328652;14;381;368;354;0;1;1;0;1;1;-0,722678;-18,3789;0;;;;;;;;;;;;;;;;-0,494706;-9,0211;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;5;2;2;1;0;0;;;;;;;monday;0,008765;2,8643;tuesday;0,006505;2,1334;wednesday;0,01506;4,9214;thursday;0,004388;1,4294;friday;0,00161;0,525;saturday;-0,014767;-4,8823;td-derived;-0,021561;-7,0714;57,527676;;;;LS (1-2008);0,118958;6,4232;AO (5-2011);0,172727;6,9321;AO (7-2019);0,103135;4,0935;LS (5-2020);0,260818;9,2607;TC (5-2020);-0,152983;-4,5168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,789446;0,099195;3,956943;13,613386;33,045684;31,639718;167,473545;161,149526;0,264603;0,254591;-0,403712;5,403795;-0,371818;73,033135;Multiplicative;1;4,34917111;23;S3X5;3,78033111;Present;0,001743586;0;Present;ProbablyNone;0,00185283;0;None;None;0,000000149;0,653054682;None;None;0,000000009;0,99913225;None;None;0,00008073;0,99358351;675,015783;51,900715;300,240695;333,16977;280,818386;at.AT.AT.AT.AT.AT;0,264603;0,614845;7,430769;11,584997;0,770883;--.--.--.--.--.--;0;0,19532;2,856079;2,476666;0,215692;--.--.--.--.--.--;0;0,171161;1,952854;1,040258;0,18426;--.--.--.--.--.--;-0,425766557;0,103798;0,103798;0,013417;0,013417;0,014487;0,014487;0,522402267;0,338311333;1,674585555;0,078771404;1,919963233;0,087867556;0,175453836;0,473508362;0,197882684;0,872399977;0,830155967;0,629878754;0,665915177;Good
