;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India
2002-03-01;1,02899;1,056009;18,260144;0,980899;9,970726;2,566949
2002-04-01;0,978585;0,977498;10,303511;0,996981;19,269291;7,455169
2002-05-01;1,033764;1,002797;-0,803069;1,005282;4,859738;2,366464
2002-06-01;0,974128;0,881932;11,67526;1,11862;10,604889;10,731594
2002-07-01;1,006736;1,000087;13,290576;1,147857;15,530604;10,923033
2002-08-01;1,009216;1,047738;-38,78417;1,074493;-54,834597;-42,495303
2002-09-01;0,986363;1,008342;19,705308;1,173128;6,667594;-0,417976
2002-10-01;1,031641;1,019186;12,534572;1,060968;17,269552;15,698095
2002-11-01;0,982324;0,924054;-5,106882;0,869149;-7,715688;-1,785367
2002-12-01;1,027768;1,047816;-39,441452;0,733276;-35,483212;-19,416098
2003-01-01;1,012603;1,047482;-1,78271;0,923851;7,725393;8,202695
2003-02-01;0,928991;0,966925;0,569749;0,916196;6,926375;5,473467
2003-03-01;1,028454;1,051278;17,501766;0,980141;18,786611;1,961967
2003-04-01;0,978643;0,99643;12,493617;0,998446;11,854696;8,386182
2003-05-01;1,034336;1,029088;-0,9563;0,970084;0,101535;0,026728
2003-06-01;0,973774;0,902093;12,231887;1,167581;15,423736;12,963882
2003-07-01;1,004145;0,996257;11,327224;1,146084;14,663489;10,50108
2003-08-01;1,007928;1,027956;-37,143703;1,031862;-61,355761;-44,357331
2003-09-01;0,985348;0,995026;16,294644;1,206161;12,05002;1,450572
2003-10-01;1,033134;1,007795;9,773585;1,054567;18,033474;15,74564
2003-11-01;0,98703;0,909547;-2,730741;0,834219;-12,060744;-4,274483
2003-12-01;1,030673;1,046329;-37,187183;0,763689;-31,712801;-17,886804
2004-01-01;1,01235;1,05854;-1,120454;0,898556;4,559772;6,645222
2004-02-01;0,927888;0,964206;-0,39324;0,896537;3,993929;9,374834
2004-03-01;1,025798;1,052195;17,82042;1,051626;27,536603;6,32508
2004-04-01;0,975967;1,010487;13,708419;0,99711;11,648468;9,055654
2004-05-01;1,031844;1,040202;-2,120287;0,936102;-3,827309;-1,807356
2004-06-01;0,974733;0,920294;12,772689;1,216949;20,102549;15,648143
2004-07-01;1,004344;0,993187;9,665491;1,101696;8,696964;7,465382
2004-08-01;1,008661;1,011143;-34,97617;1,06524;-58,29034;-41,205641
2004-09-01;0,985297;0,982336;12,912023;1,19901;13,205962;1,479663
2004-10-01;1,034828;1,006066;8,166263;0,979579;9,507705;10,350674
2004-11-01;0,990085;0,907789;-0,585263;0,897723;-2,10923;1,500774
2004-12-01;1,033187;1,038337;-34,890244;0,770705;-31,563972;-18,555375
2005-01-01;1,01233;1,065608;-0,689073;0,873829;1,485746;5,251187
2005-02-01;0,929039;0,965218;-0,936476;0,922274;6,400655;4,318892
2005-03-01;1,02021;1,052138;18,293937;1,048444;18,090664;5,308812
2005-04-01;0,972858;1,018525;13,684109;0,956867;13,937177;6,265883
2005-05-01;1,027447;1,039402;-3,351911;0,967236;0,585927;1,218674
2005-06-01;0,977281;0,933275;12,453669;1,219589;20,321134;15,505164
2005-07-01;1,005613;0,994183;8,021777;1,06011;3,680283;3,968203
2005-08-01;1,010889;1,003086;-32,097694;1,096109;-54,804349;-37,892622
2005-09-01;0,986954;0,9696;9,719217;1,193909;14,441619;2,198015
2005-10-01;1,035762;1,008735;8,09581;0,980586;10,381727;9,941327
2005-11-01;0,99184;0,919377;2,39403;0,902625;-0,155431;2,092187
2005-12-01;1,034538;1,029041;-33,622227;0,75005;-36,616121;-21,897297
2006-01-01;1,011359;1,066854;-1,015963;0,908439;6,079737;8,707897
2006-02-01;0,927119;0,960883;-1,892885;0,923984;6,190069;3,920298
2006-03-01;1,017002;1,053137;18,72439;1,04657;26,149288;5,215119
2006-04-01;0,971682;1,01781;12,624826;0,918538;1,377145;3,527002
2006-05-01;1,022707;1,032735;-5,085739;0,997766;4,365895;3,88894
2006-06-01;0,98053;0,947953;11,812952;1,222282;20,039387;15,271241
2006-07-01;1,007573;0,997774;9,056925;1,059863;3,828606;3,307934
2006-08-01;1,015267;0,998249;-29,636155;1,091175;-55,988602;-36,8578
2006-09-01;0,988722;0,961424;8,35795;1,149402;10,043228;0,066056
2006-10-01;1,035586;1,015594;9,124416;1,018905;15,584113;12,220533
2006-11-01;0,990545;0,934739;3,581653;0,907455;1,283865;3,272367
2006-12-01;1,032667;1,017077;-35,026091;0,72841;-42,713076;-25,513593
2007-01-01;1,01016;1,066345;-2,037443;0,939464;10,279101;10,826499
2007-02-01;0,925277;0,961463;-1,37346;0,925234;6,003357;3,364689
2007-03-01;1,016698;1,049827;18,444061;1,007333;22,198386;2,234253
2007-04-01;0,974256;1,005837;11,391437;0,951054;6,81287;6,279934
2007-05-01;1,018154;1,025631;-5,439068;0,992386;3,968193;4,059605
2007-06-01;0,983705;0,95735;11,336534;1,17997;15,928824;12,520747
2007-07-01;1,009234;1,006179;10,91334;1,099358;9,418183;6,301324
2007-08-01;1,017702;0,99752;-26,966546;1,090961;-56,294764;-35,77522
2007-09-01;0,991106;0,956516;7,984683;1,108762;5,192375;-2,472736
2007-10-01;1,035211;1,018336;9,741281;1,056292;20,20626;14,414576
2007-11-01;0,98967;0,957971;3,107588;0,910682;2,057728;4,664693
2007-12-01;1,027891;1,015008;-37,640325;0,732758;-43,840659;-25,729965
2008-01-01;1,007348;1,062793;-3,281198;0,933682;9,42627;9,922608
2008-02-01;0,920699;0,958846;-0,707425;0,933806;5,637811;9,150871
2008-03-01;1,019223;1,043114;18,721596;0,968098;9,045944;-1,182676
2008-04-01;0,980287;0,985164;10,23366;0,989328;19,954437;8,520915
2008-05-01;1,017425;1,014845;-4,886623;0,953007;-0,553791;2,022048
2008-06-01;0,986311;0,967556;10,621679;1,177585;16,500928;12,292084
2008-07-01;1,010478;1,014593;13,645521;1,143007;15,354028;9,79327
2008-08-01;1,019325;0,997934;-25,557181;1,020161;-64,012423;-39,620485
2008-09-01;0,992709;0,957969;9,371385;1,196268;14,960679;3,688743
2008-10-01;1,032158;1,025728;10,313336;1,05387;20,476037;13,922207
2008-11-01;0,987597;0,97756;0,719197;0,849154;-5,600587;-0,297135
2008-12-01;1,023322;1,018713;-41,020604;0,79261;-35,151274;-19,906033
2009-01-01;1,004114;1,057513;-3,704906;0,893612;3,218501;6,398778
2009-02-01;0,918178;0,954874;-0,114662;0,91873;1,599167;0,438299
2009-03-01;1,021302;1,028897;18,821238;0,999835;20,219092;1,738976
2009-04-01;0,988006;0,966512;10,031754;0,992119;12,305059;7,352761
2009-05-01;1,018567;1,008454;-4,148535;0,916545;-4,706449;-0,378354
2009-06-01;0,987343;0,975293;11,501917;1,214832;19,955646;13,849277
2009-07-01;1,010801;1,020382;14,843185;1,145309;15,468454;9,660517
2009-08-01;1,020924;0,999954;-25,437547;1,026316;-62,915499;-38,036726
2009-09-01;0,994224;0,961387;10,516207;1,2052;16,366238;5,081353
2009-10-01;1,028313;1,029266;10,128486;1,017847;16,16447;10,747656
2009-11-01;0,986962;0,996144;-0,729187;0,882901;0,302297;1,803044
2009-12-01;1,019403;1,027871;-42,053836;0,795749;-34,757577;-19,108633
2010-01-01;1,000643;1,049288;-3,677239;0,860337;-1,521205;3,779126
2010-02-01;0,914735;0,948895;-0,747877;0,912036;0,253509;-0,123116
2010-03-01;1,023999;1,011424;18,127571;1,032031;21,480629;6,751853
2010-04-01;0,99311;0,955226;9,833533;0,992768;14,359888;6,840033
2010-05-01;1,020415;1,00877;-2,765301;0,911795;-4,829835;-0,235991
2010-06-01;0,986649;0,985342;12,44257;1,205605;19,172961;12,119799
2010-07-01;1,012615;1,021583;15,381676;1,106063;11,687337;5,653759
2010-08-01;1,0236;0,999396;-26,467199;1,067997;-57,82228;-34,571825
2010-09-01;0,997391;0,963299;11,513909;1,212703;17,169717;6,247847
2010-10-01;1,02439;1,028427;9,651744;0,988405;11,188579;6,991669
2010-11-01;0,986425;1,010357;-2,62637;0,914811;5,015187;3,373857
2010-12-01;1,015384;1,039063;-40,610151;0,798197;-34,001672;-18,810505
2011-01-01;0,997371;1,039464;-2,296343;0,862763;-0,229438;4,246646
2011-02-01;0,912149;0,940644;-2,101494;0,907529;-0,005528;-0,238839
2011-03-01;1,024646;0,994749;17,040505;1,029972;23,140781;9,002284
