;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroun;Africa * Guinée equatoriale;Africa * Namibie;Africa * Ethiopie;North America * USA;North America * Canada
2003-03-01;1,002163;1,003396;6,673622;-4,736514;-1,265073;-1,750866;1,007601;-0,270716;0,999998;0,948154;3,798084;0,974514;0,965927
2003-04-01;1,012082;1,009834;8,205531;4,764628;4,244522;3,399482;1,037759;0,047163;0,999997;1,11432;-2,785503;1,123139;1,017781
2003-05-01;1,007972;0,985859;-1,432422;1,334503;-4,611384;-2,062228;0,986874;0,501802;0,999998;1,019642;-1,361849;0,958433;0,829081
2003-06-01;1,005468;0,994213;-12,308659;-2,016035;-0,591201;-7,300854;0,966538;0,349073;1;0,994336;-12,051247;0,831729;0,939207
2003-07-01;1,000379;0,981232;4,695683;13,885057;16,175507;0,005641;1,023267;0,93017;1,000003;0,991135;3,145977;1,298969;1,074394
2003-08-01;0,963014;1,01533;-8,643652;-1,965075;-13,212882;2,739651;0,942305;-3,363357;1,000007;0,683055;-2,954082;0,896294;1,077894
2003-09-01;0,98797;1,016742;1,541229;-0,459801;3,570889;-3,592983;1,030073;-0,090878;1,000008;1,014815;3,725669;0,946478;0,972608
2003-10-01;0,990526;0,779261;8,468819;-0,909883;6,223112;2,336994;1,023837;2,753658;1,000006;1,050079;2,61166;1,254514;1,019422
2003-11-01;0,987643;0,988296;-14,299832;-10,498982;-9,378676;-1,55395;0,909497;-0,579878;1,000003;0,962937;3,350823;0,984359;0,959145
2003-12-01;1,023606;1,015501;-1,953575;2,597281;-2,647928;-2,749803;1,025295;-0,049971;0,999998;1,017592;-2,105661;1,091724;1,062689
2004-01-01;0,994467;0,982493;-5,782144;-1,764775;-3,059336;-3,51038;0,987315;-2,121499;0,999992;0,9618;-4,907132;0,94638;0,95169
2004-02-01;1,021609;1,009358;12,982758;4,746508;2,033557;4,235516;0,987649;-0,331999;0,999986;1,001363;1,963328;0,925997;0,954481
2004-03-01;0,98245;0,990642;0,024995;-1,97035;16,37492;2,388083;1,01432;3,886214;0,999982;1,025469;-2,53904;1,035892;1,0243
2004-04-01;0,999842;1,015962;6,154615;0,838045;4,160429;2,907996;1,012719;-1,085296;0,999983;1,031457;12,58168;1,111578;1,030734
2004-05-01;1,028135;1,006966;-5,06374;-4,6373;-1,003159;-1,123597;0,922824;-6,087023;0,99999;0,939745;-1,240207;1,007718;0,989731
2004-06-01;0,997617;0,976287;6,589482;6,338576;2,433295;1,094151;1,006911;5,984842;1,000004;1,017888;2,890468;0,980235;0,997287
2004-07-01;1,005447;1,011103;-3,673264;-3,233553;-1,352115;1,134444;1,027816;0,507314;1,000022;0,987911;-10,126572;0,972756;1,076913
2004-08-01;0,990855;0,985556;-2,823028;9,009398;-1,700191;-4,119424;0,861398;-15,749512;1,00004;1,063075;4,943676;0,957358;0,925658
2004-09-01;0,98735;1,008753;5,010959;3,210711;-0,343122;-2,472145;1,006668;1,188775;1,000044;1,008969;0,125662;1,265217;1,016234
2004-10-01;0,959045;1,030683;-9,715108;-2,590841;-7,403585;1,581879;0,984392;-0,101857;1,000032;0,965457;-1,010435;0,951596;0,983185
2004-11-01;1,007308;0,981511;4,890362;-5,209172;-0,333388;2,523949;0,98844;-1,57468;1,00001;1,016495;-2,718796;1,176378;0,947417
2004-12-01;1,012257;0,993091;9,410113;2,359997;10,019177;2,718211;1,048029;1,966305;0,999984;0,999078;1,303597;0,987839;1,017244
2005-01-01;1,046981;1,007226;2,009101;1,514556;4,124375;1,536307;0,986219;-0,481573;0,999959;1,01342;-3,438775;0,97812;1,060154
2005-02-01;0,986315;0,962876;-14,866115;-0,755279;-4,442323;-3,556376;0,996473;0,093218;0,999939;0,995672;1,708115;1,110544;0,970299
2005-03-01;1,018149;1,001992;-5,881128;1,090136;-18,745133;-6,256688;0,935311;-4,731495;0,999929;0,978117;-3,016356;0,898447;1,023475
2005-04-01;0,989288;1,004604;-2,253632;-0,450686;-4,774845;-0,429035;1,025862;3,548548;0,999936;0,971089;12,865259;0,936111;0,991941
2005-05-01;0,991475;1,052332;-6,646967;2,281057;1,915591;3,247474;1,027652;0,165835;0,99996;1,061451;2,988206;1,007395;1,228272
2005-06-01;0,989287;1,110627;13,800081;-0,704573;3,848502;2,499416;1,020259;0,243552;0,999998;1,008304;3,110334;0,871448;1,052124
2005-07-01;0,999436;0,987031;0,977464;-1,744252;-5,334226;-2,133905;0,939929;1,04049;1,000045;0,975003;1,212693;1,075745;0,936655
